,address,long,lat,data_url,price_$CAN,beds,baths,sqft,type
2796,"1215 York Mills Road, Toronto, Ontario",-79.332067,43.758983,/CA/Home-For-Sale/ON/Toronto/Parkwoods/1215-York-Mills-Road/72194066.html,"$465,000 CAD",1 Bed,1 Bath,615 Sqft,Residential
2820,"1260 caledonia, Toronto, Ontario",-79.46934,43.721067,/CA/Condo-For-Sale/ON/Toronto/Downsview/1260-caledonia/87416706.html,"$409,900 CAD",1 Bed,1 Bath,563 Sqft,Condo
513,"Donalds Avenue, Toronto, Ontario",-79.467736,43.686356,/CA/Condo-For-Sale/ON/Toronto/Silverthorn/Donalds-Avenue/79037290.html,"$700,000 CAD",--,--,--,Condo
514,"2330 Bridletowne Circ, Toronto, Ontario",-79.316239,43.799668,/CA/Condo-For-Sale/ON/Toronto/L-Amoreaux/2330-Bridletowne-Circ/76264706.html,"$465,000 CAD",1 Bed,2 Baths,--,Condo
515,"53 Ontario Street, Toronto, Ontario",-79.366194,43.653465,/CA/Condo-For-Sale/ON/Toronto/Old-Town/53-Ontario-Street/82258537.html,"$576,900 CAD",--,--,--,Condo
516,"Yorkville Ave, Toronto, Ontario",-79.391085,43.671019,/CA/Home-For-Sale/ON/Toronto/Yorkville/Yorkville-Ave/81152524.html,"$670,000 CAD",--,--,--,Apartment
517,"20 Edward Street, Toronto, Ontario",-79.382489,43.657113,/CA/Condo-For-Sale/ON/Toronto/Bay-Street-Corridor/20-Edward-Street/82759333.html,"$1,566,900 CAD",--,--,--,Condo
518,"68 Corporate Dr, Toronto, Ontario",-79.251006,43.780535,/CA/Home-For-Sale/ON/Toronto/Woburn/68-Corporate-Dr/75890735.html,"$519,900 CAD",2 Beds,2 Baths,--,Apartment
519,"128 Pears Ave Toronto ON, Toronto, Ontario",-79.397877,43.675602,/CA/Home-For-Sale/ON/Toronto/The-Annex/128-Pears-Ave-Toronto-ON/86815566.html,"$915,000 CAD",1 Bed,1 Bath,799 Sqft,Residential
520,"133 Hazelton Ave toronto, Toronto, Ontario",-79.394545,43.674922,/CA/Home-For-Sale/ON/Toronto/Yorkville/133-Hazelton-Ave-toronto/85275769.html,"$929,000 CAD",1 Bed,1 Bath,799 Sqft,Residential
2844,"234 Simcoe Street, Toronto, Ontario",-79.389207,43.6533,/CA/Condo-For-Sale/ON/Toronto/Grange-Park/234-Simcoe-Street/75493062.html,"$501,900 CAD",--,--,--,Condo
522,"35 Finch Ave E, Toronto, Ontario",-79.412679,43.78004,/CA/Condo-For-Sale/ON/Toronto/Willowdale/35-Finch-Ave-E/77026215.html,"$608,000 CAD",2 Beds,2 Baths,--,Condo
523,"Terrasse Condos at The Hunt Club - 1316 Kingston Road, Toronto, ON, Toronto, Ontario",-79.275398,43.684996,/CA/Home-For-Sale/ON/Toronto/Birch-Cliff/Terrasse-Condos-at-The-Hunt-Club-1316-Kingston-Road-Toronto-ON/86041637.html,"$631,900 CAD",--,--,--,Residential
2868,"38 Risdon Crt, Toronto, Ontario",-79.583368,43.663901,/CA/Home-For-Sale/ON/Toronto/Eringate/38-Risdon-Crt/83389919.html,"$929,900 CAD",3 Beds,2 Baths,--,Residential
525,"5791 Yonge St Toronto Ontario M2M3T9, Toronto, Ontario",-79.41604,43.783997,/CA/Home-For-Sale/ON/Toronto/Newtonbrook/5791-Yonge-St-Toronto-Ontario-M2M3T9/78759643.html,"$555,000 CAD",2 Beds,2 Baths,--,Residential
526,"23 Hollywood Ave Toronto Ontario M2N7L8, Toronto, Ontario",-79.410915,43.765666,/CA/Home-For-Sale/ON/Toronto/Willowdale/23-Hollywood-Ave-Toronto-Ontario-M2N7L8/78756474.html,"$549,000 CAD",1 Bed,1 Bath,--,Apartment
527,"95 Lake Shore Boulevard E, Toronto, Ontario",-79.371315,43.645031,/CA/Condo-For-Sale/ON/Toronto/Downtown-Toronto/St-Lawrence/95-Lake-Shore-Boulevard-E/82760270.html,"$1,192,990 CAD",--,--,--,Condo
528,"14 York St toronto, Toronto, Ontario",-79.381571,43.641877,/CA/Home-For-Sale/ON/Toronto/Cityplace/14-York-St-toronto/84475968.html,"$599,000 CAD",1 Bed,1 Bath,599 Sqft,Residential
529,"142 BROWN'S Line, Toronto, Ontario",-79.5431257,43.5960624,/CA/Home-For-Sale/ON/Toronto/Alderwood/142-BROWNS-Line/87241351.html,"$1,675,000 CAD",7 Beds,3 Baths,1917 Sqft,Single family
530,"15 Mcmurrich St Toronto, Toronto, Ontario",-79.389243,43.673341,/CA/Home-For-Sale/ON/Toronto/Yorkville/15-Mcmurrich-St-Toronto/85866698.html,"$1,249,000 CAD",2 Beds,3 Baths,1599 Sqft,Residential
531,"King Toronto Condos - 533 King Street West, Toronto, ON, Toronto, Ontario",-79.35,43.65,/CA/Home-For-Sale/ON/Toronto/West-Don-Lands/King-Toronto-Condos-533-King-Street-West-Toronto-ON/86041611.html,"$855,990 CAD",--,--,--,Residential
532,"10 Eva Road, Toronto, Ontario",-79.562771,43.641355,/CA/Condo-For-Sale/ON/Toronto/Bloordale-West-Mall/10-Eva-Road/82381775.html,"$472,000 CAD",--,--,--,Condo
533,"15 Mercer St, Toronto, Ontario",-79.390564,43.645561,/CA/Condo-For-Sale/ON/Toronto/Entertainment-District/15-Mercer-St/86472130.html,"$925,000 CAD",2 Beds,2 Baths,719 Sqft,Condo
534,"2 Gibbs Rd, Toronto, Ontario",-79.558157,43.638359,/CA/Condo-For-Sale/ON/Toronto/Eatonville/2-Gibbs-Rd/82381783.html,"$460,000 CAD",--,--,--,Condo
2892,"15 Mercer St, Toronto, Ontario",-79.390564,43.645561,/CA/Condo-For-Sale/ON/Toronto/Entertainment-District/15-Mercer-St/86471235.html,"$1,528,000 CAD",3 Beds,2 Baths,1015 Sqft,Condo
536,"26 O'halloran Cres, Toronto, Ontario",-79.286779,43.821346,/CA/Home-For-Sale/ON/Toronto/Milliken/26-Ohalloran-Cres/87129330.html,"$749,000 CAD",3 Beds,3 Baths,--,Residential
537,"1 Bloor St E, Toronto, Ontario",-79.3864,43.670085,/CA/Condo-For-Sale/ON/Toronto/Church-and-Wellesley/1-Bloor-St-E/84618295.html,"$1,680,000 CAD",2 Beds,2 Baths,--,Condo
538,"784 The Queensway, Toronto, Ontario",-79.50546,43.626209,/CA/Condo-For-Sale/ON/Toronto/The-Queensway/784-The-Queensway/82258555.html,"$533,900 CAD",--,--,--,Condo
539,"121 Mcmahon Dr, Toronto, Ontario",-79.370623,43.767726,/CA/Condo-For-Sale/ON/Toronto/Bayview-Village/121-Mcmahon-Dr/75978317.html,"$484,800 CAD",1 Bed,1 Bath,--,Condo
540,"1 Yonge St, Toronto, Ontario",-79.374378,43.643264,/CA/Condo-For-Sale/ON/Toronto/Downtown-Toronto/St-Lawrence/1-Yonge-St/84342248.html,"$729,900 CAD",--,--,--,Condo
541,"55 Bremner Blvd, Toronto, Ontario",-79.380503,43.642945,/CA/Condo-For-Sale/ON/Toronto/Financial-District/55-Bremner-Blvd/82918395.html,"$698,800 CAD",1 Bed,1 Bath,--,Condo
542,"15 Mercer Street, Toronto, Ontario",-79.390564,43.645561,/CA/Condo-For-Sale/ON/Toronto/Entertainment-District/15-Mercer-Street/74566688.html,"$958,800 CAD",2 Beds,2 Baths,799 Sqft,Condo
543,"101 Charles St E, Toronto, Ontario",-79.380555,43.669643,/CA/Condo-For-Sale/ON/Toronto/Church-and-Wellesley/101-Charles-St-E/87361762.html,"$658,800 CAD",--,1 Bath,--,Condo
544,"533 King Street West, Toronto, Ontario",-79.398506,43.644253,/CA/Condo-For-Sale/ON/Toronto/Fashion-District/533-King-Street-West/82258576.html,"$659,990 CAD",--,--,--,Condo
2916,"Cove at Waterways - 2143 Lake Shore Boulevard West, Toronto, ON, Toronto, Ontario",-79.479203,43.626276,/CA/Home-For-Sale/ON/Toronto/Humber-Bay/Cove-at-Waterways-2143-Lake-Shore-Boulevard-West-Toronto-ON/86041610.html,"$804,900 CAD",--,--,--,Residential
2940,"18 Mondeo Dr 1430, Toronto, Ontario",-79.2887569,43.7644378,/CA/Condo-For-Sale/ON/Toronto/Scarborough/Dorset-Park/18-Mondeo-Dr/87303826.html,"$399,000 CAD",2 Beds,1 Bath,--,Condo
547,"1000 King St W, Toronto, Ontario",-79.414459,43.641893,/CA/Condo-For-Sale/ON/Toronto/King-West-Village/1000-King-St-W/80482388.html,"$600,000 CAD",1 Bed,1 Bath,--,Condo
2964,"15 Stafford Street, Toronto, Ontario",-79.410072,43.641495,/CA/Condo-For-Sale/ON/Toronto/Niagara/15-Stafford-Street/87327402.html,"$699,000 CAD",1 Bed,1 Bath,799 Sqft,Condo
549,"117 Mcmahon Dr, Toronto, Ontario",-79.371417,43.766734,/CA/Condo-For-Sale/ON/Toronto/Bayview-Village/117-Mcmahon-Dr/84868491.html,"$499,999 CAD",--,1 Bath,--,Condo
550,"17 Zorra St ``, Toronto, Ontario",-79.521545,43.621156,/CA/Condo-For-Sale/ON/Toronto/The-Queensway/17-Zorra-St-/87313211.html,"$495,000 CAD",1 Bed,2 Baths,--,Condo
2988,"210 Victoria St, Toronto, Ontario",-79.379207,43.654711,/CA/Condo-For-Sale/ON/Toronto/Garden-District/210-Victoria-St/86557300.html,"$589,000 CAD",1 Bed,1 Bath,--,Condo
552,"17 Dundonald St, Toronto, Ontario",-79.383493,43.665904,/CA/Condo-For-Sale/ON/Toronto/Church-and-Wellesley/17-Dundonald-St/83350599.html,"$896,000 CAD",2 Beds,2 Baths,--,Condo
553,"155 Yorkville Ave, Toronto, Ontario",-79.394354,43.670266,/CA/Home-For-Sale/ON/Toronto/Yorkville/155-Yorkville-Ave/84343471.html,"$499,000 CAD",--,--,--,Residential
3012,"2161 Yonge Street, Toronto, Ontario",-79.397477,43.704689,/CA/Condo-For-Sale/ON/Toronto/Davisville-Village/2161-Yonge-Street/82258549.html,"$460,990 CAD",--,--,--,Condo
3036,"Don Mills Road, Toronto, Ontario",-79.352375,43.781348,/CA/Condo-For-Sale/ON/Toronto/Don-Valley-Village/Don-Mills-Road/82484882.html,"$546,990 CAD",--,--,--,Condo
3060,"25 Telegram Mews, Toronto, Ontario",-79.39457,43.640995,/CA/Condo-For-Sale/ON/Toronto/Cityplace/25-Telegram-Mews/86822677.html,"$498,800 CAD",1 Bed,1 Bath,--,Condo
3084,"105 The Queensway Ave Toronto Ontario M6S 5B5, Toronto, Ontario",-79.471248,43.635791,/CA/Home-For-Sale/ON/Toronto/Swansea/105-The-Queensway-Ave-Toronto-Ontario-M6S-5B5/85867995.html,"$589,000 CAD",1 Bed,2 Baths,--,Apartment
3108,"Encore Theatre District Condos Theatre District Condos - 28 Widmer Street, Toronto, ON, Toronto, Ontario",-79.3849,43.6529,/CA/Home-For-Sale/ON/Toronto/Bay-Street-Corridor/Encore-Theatre-District-Condos-Theatre-District-Condos-28-Widmer-Street-Toronto-ON/86041586.html,"$724,000 CAD",--,--,--,Residential
559,"3014 Bayview Ave, Toronto, Ontario",-79.390207,43.775006,/CA/Home-For-Sale/ON/Toronto/Willowdale/3014-Bayview-Ave/86557570.html,"$1,380,000 CAD",3 Beds,4 Baths,--,Townhouse
560,"10 Queens Quay W, Toronto, Ontario",-79.375813,43.641921,/CA/Condo-For-Sale/ON/Toronto/Harbourfront/10-Queens-Quay-W/86359419.html,"$550,000 CAD",--,1 Bath,--,Condo
561,"21 Grand Magazine, Toronto, Ontario",-79.402059,43.636475,/CA/Condo-For-Sale/ON/Toronto/Fort-York/21-Grand-Magazine/85825675.html,"$690,000 CAD",1 Bed,1 Bath,--,Condo
3132,"100 Harrison Garden Blvd, Toronto, Ontario",-79.405346,43.756736,/CA/Condo-For-Sale/ON/Toronto/Willowdale/100-Harrison-Garden-Blvd/72194243.html,"$809,999 CAD",2 Beds,2 Baths,--,Condo
563,"90 Sumach St, Toronto, Ontario",-79.35993,43.657345,/CA/Condo-For-Sale/ON/Toronto/Regent-Park-Trefann-Court/90-Sumach-St/87381929.html,"$799,000 CAD",1 Bed,1 Bath,--,Condo
3156,"12 York St Toronto, Toronto, Ontario",-79.381981,43.641465,/CA/Home-For-Sale/ON/Toronto/Cityplace/12-York-St-Toronto/85799054.html,"$499,000 CAD",--,1 Bath,499 Sqft,Residential
565,"The LakeShore Condos - Bathurst Street, Toronto, ON, Toronto, Ontario",-79.3849,43.6529,/CA/Home-For-Sale/ON/Toronto/Bay-Street-Corridor/The-LakeShore-Condos-Bathurst-Street-Toronto-ON/86041640.html,"$668,900 CAD",--,--,--,Residential
3180,"260 King St W, Toronto, Ontario",-79.387645,43.647459,/CA/Condo-For-Sale/ON/Toronto/Entertainment-District/260-King-St-W/84882443.html,"$459,990 CAD",--,--,--,Condo
567,"5 Valhalla Inn Road, Toronto, Ontario",-79.559745,43.640278,/CA/Condo-For-Sale/ON/Toronto/Eatonville/5-Valhalla-Inn-Road/72242516.html,"$585,000 CAD",2 Beds,2 Baths,--,Condo
568,"38 Yorkminster, Toronto, Ontario",-79.404048,43.753906,/CA/Home-For-Sale/ON/Toronto/York-Mills/38-Yorkminster/71621075.html,"$789,000 CAD",2 Beds,2 Baths,--,Townhouse
569,"600 Fleet St, Toronto, Ontario",-79.400081,43.636706,/CA/Condo-For-Sale/ON/Toronto/Fort-York/600-Fleet-St/86761436.html,"$449,000 CAD",--,1 Bath,--,Condo
570,"18 Rean Dr, Toronto, Ontario",-79.383178,43.766976,/CA/Home-For-Sale/ON/Toronto/Bayview-Village/18-Rean-Dr/81686342.html,"$468,000 CAD",1 Bed,1 Bath,--,Residential
3204,"2035 Kennedy Road, Toronto, Ontario",-79.282659,43.777079,/CA/Condo-For-Sale/ON/Toronto/Agincourt/2035-Kennedy-Road/82381819.html,"$400,000 CAD",--,--,--,Condo
572,"375 King St W, Toronto, Ontario",-79.393061,43.645669,/CA/Home-For-Sale/ON/Toronto/Entertainment-District/375-King-St-W/86318852.html,"$559,000 CAD",--,1 Bath,499 Sqft,Residential
573,"2306 St Clair Ave, Toronto, Ontario",-79.478355,43.670691,/CA/Condo-For-Sale/ON/Toronto/Syme/2306-St-Clair-Ave/85803440.html,"$659,990 CAD",1 Bed,2 Baths,--,Condo
3228,"1200 Dundas St W, Toronto, Ontario",-79.422523,43.649805,/CA/Condo-For-Sale/ON/Toronto/Trinity-Bellwoods/1200-Dundas-St-W/84882434.html,"$500,000 CAD",--,--,--,Condo
575,"2201 Kingston Road, Toronto, Ontario",-79.25284,43.703133,/CA/Condo-For-Sale/ON/Toronto/Cliffside/2201-Kingston-Road/81111817.html,"$349,000 CAD",--,--,--,Condo
576,"17 Beethoven Crt, Toronto, Ontario",-79.367478,43.793086,/CA/Home-For-Sale/ON/Toronto/Hillcrest-Village/17-Beethoven-Crt/77790649.html,"$818,000 CAD",3 Beds,2 Baths,--,Residential
577,"60 Colborne St Toronto Ontario M5E1E3, Toronto, Ontario",-79.374725,43.649335,/CA/Home-For-Sale/ON/Toronto/Old-Town/60-Colborne-St-Toronto-Ontario-M5E1E3/82891765.html,"$612,500 CAD",1 Bed,1 Bath,--,Apartment
578,"The Kip District Phase 1 - 5365 Dundas Street West, Toronto, ON, Toronto, Ontario",-79.46,43.65,/CA/Home-For-Sale/ON/Toronto/West-End-Toronto/High-Park/The-Kip-District-Phase-1-5365-Dundas-Street-West-Toronto-ON/86557474.html,"$499,900 CAD",--,--,--,Residential
579,"10 Park Lawn Rd ```, Toronto, Ontario",-79.483934,43.623221,/CA/Condo-For-Sale/ON/Toronto/Mimico/10-Park-Lawn-Rd-/86359458.html,"$559,000 CAD",1 Bed,1 Bath,--,Condo
3252,"12 York St, Toronto, Ontario",-79.381981,43.641465,/CA/Condo-For-Sale/ON/Toronto/Cityplace/12-York-St/82619337.html,"$739,900 CAD",1 Bed,1 Bath,--,Condo
581,"500 Richmond St W, Toronto, Ontario",-79.399168,43.647624,/CA/Condo-For-Sale/ON/Toronto/Fashion-District/500-Richmond-St-W/83619798.html,"$649,000 CAD",1 Bed,1 Bath,--,Condo
582,"410 Queens Quay W, Toronto, Ontario",-79.39147,43.638136,/CA/Condo-For-Sale/ON/Toronto/Harbourfront/410-Queens-Quay-W/86359901.html,"$649,000 CAD",1 Bed,1 Bath,--,Condo
583,"2306 Saint Clair Avenue West, Toronto, Ontario",-79.478355,43.670691,/CA/Condo-For-Sale/ON/Toronto/Syme/2306-Saint-Clair-Avenue-West/82258479.html,"$460,990 CAD",--,--,--,Condo
3276,"31 Nipigon Ave, Toronto, Ontario",-79.417328,43.797531,/CA/Home-For-Sale/ON/Toronto/Newtonbrook/31-Nipigon-Ave/82103314.html,"$2,498,000 CAD",4 Beds,6 Baths,--,Residential
585,"38 Joe Shuster Way Toronto Ontario M6K 0A5, Toronto, Ontario",-79.424652,43.640425,/CA/Home-For-Sale/ON/Toronto/Liberty-Village/38-Joe-Shuster-Way-Toronto-Ontario-M6K-0A5/75992242.html,"$509,000 CAD",--,--,560 Sqft,Apartment
3300,"1 Ennismore Pl, Toronto, Ontario",-79.358031,43.776047,/CA/Home-For-Sale/ON/Toronto/Don-Valley-Village/1-Ennismore-Pl/77026212.html,"$1,325,000 CAD",4 Beds,2 Baths,--,Residential
587,"Weston Rd., Toronto, Ontario",-79.515078,43.700232,/CA/Home-For-Sale/ON/Toronto/Weston/Weston-Rd/54434584.html,"$14,850,000 CAD",--,--,165086.09 Sqft,Residential
588,"1 Rean Dr, Toronto, Ontario",-79.383277,43.765202,/CA/Home-For-Sale/ON/Toronto/Bayview-Village/1-Rean-Dr/82062254.html,"$549,000 CAD",1 Bed,2 Baths,--,Residential
589,"155 Yorkville Ave Toronto, Toronto, Ontario",-79.394354,43.670266,/CA/Home-For-Sale/ON/Toronto/Yorkville/155-Yorkville-Ave-Toronto/85561507.html,"$598,000 CAD",1 Bed,1 Bath,499 Sqft,Residential
590,"155 Yorkville Ave, Toronto, Ontario",-79.394354,43.670266,/CA/Home-For-Sale/ON/Toronto/Yorkville/155-Yorkville-Ave/84989250.html,"$559,900 CAD",1 Bed,1 Bath,499 Sqft,Residential
3324,"155 Yorkville Ave, Toronto, Ontario",-79.394354,43.670266,/CA/Home-For-Sale/ON/Toronto/Yorkville/155-Yorkville-Ave/86812962.html,"$624,900 CAD",1 Bed,1 Bath,599 Sqft,Residential
3348,"160 Baldwin Street, Toronto, Ontario",-79.400016,43.655137,/CA/Condo-For-Sale/ON/Toronto/Kensington/160-Baldwin-Street/87327397.html,"$1,249,000 CAD",1 Bed,2 Baths,1400 Sqft,Condo
593,"165 Legion Rd N, Toronto, Ontario",-79.488068,43.624131,/CA/Condo-For-Sale/ON/Toronto/Mimico/165-Legion-Rd-N/86720812.html,"$499,000 CAD",1 Bed,1 Bath,580 Sqft,Condo
594,"17 Jasmine Rd Toronto Ontario M9M2P8, Toronto, Ontario",-79.538022,43.722063,/CA/Home-For-Sale/ON/Toronto/Humberlea/17-Jasmine-Rd-Toronto-Ontario-M9M2P8/81323959.html,"$1,788,888 CAD",6 Beds,6 Baths,5500 Sqft,Residential
595,"170 Avenue Rd, Toronto, Ontario",-79.397347,43.675305,/CA/Home-For-Sale/ON/Toronto/The-Annex/170-Avenue-Rd/84964437.html,"$865,000 CAD",1 Bed,1 Bath,865000 Sqft,Residential
3372,"18 Kenaston Gdns, Toronto, Ontario",-79.386148,43.76582,/CA/Home-For-Sale/ON/Toronto/Bayview-Village/18-Kenaston-Gdns/85865991.html,"$630,000 CAD",2 Beds,2 Baths,900 Sqft,Apartment
597,"18 Pemberton Ave, Toronto, Ontario",-79.413054,43.781501,/CA/Condo-For-Sale/ON/Toronto/Newtonbrook/18-Pemberton-Ave/87460808.html,"$460,900 CAD",1 Bed,1 Bath,584 Sqft,Condo
3396,"18 Yonge St Toronto, Toronto, Ontario",-79.376477,43.644541,/CA/Home-For-Sale/ON/Toronto/Financial-District/18-Yonge-St-Toronto/86815531.html,"$649,900 CAD",1 Bed,2 Baths,699 Sqft,Residential
3420,"18 Yorkville Ave Toronto, Toronto, Ontario",-79.387932,43.672008,/CA/Home-For-Sale/ON/Toronto/Yorkville/18-Yorkville-Ave-Toronto/86527495.html,"$1,100,000 CAD",2 Beds,2 Baths,899 Sqft,Residential
600,"180 University Ave toronto, Toronto, Ontario",-79.386113,43.649025,/CA/Home-For-Sale/ON/Toronto/Entertainment-District/180-University-Ave-toronto/86154157.html,"$999,999 CAD",1 Bed,1 Bath,899 Sqft,Residential
601,"180 University Ave, Toronto, Ontario",-79.386113,43.649025,/CA/Home-For-Sale/ON/Toronto/Entertainment-District/180-University-Ave/85868142.html,"$999,999 CAD",1 Bed,1 Bath,899 Sqft,Residential
602,"181 Davenport Rd, Toronto, Ontario",-79.393795,43.674878,/CA/Home-For-Sale/ON/Toronto/Yorkville/181-Davenport-Rd/85319497.html,"$2,350,000 CAD",2 Beds,3 Baths,1799 Sqft,Residential
603,"181 Dowling Avenue, Toronto, Ontario",-79.439261,43.639347,/CA/Multi-Family-For-Sale/ON/Toronto/Parkdale/181-Dowling-Avenue/87416711.html,"$2,499,900 CAD",10 Beds,8 Baths,3366 Sqft,Multi-family
604,"183 Wellington St W toronto, Toronto, Ontario",-79.387361,43.645415,/CA/Home-For-Sale/ON/Toronto/Entertainment-District/183-Wellington-St-W-toronto/85683509.html,"$3,295,000 CAD",2 Beds,3 Baths,1999 Sqft,Residential
605,"183 Wellington Street West, Toronto, Toronto, Ontario",-79.386719,43.645832,/CA/Home-For-Sale/ON/Toronto/Entertainment-District/183-Wellington-Street-West-Toronto/79505866.html,"$2,960,000 CAD",2 Beds,3 Baths,2280 Sqft,Apartment
606,"19 Barberry Pl, Toronto, Ontario",-79.384859,43.766003,/CA/Home-For-Sale/ON/Toronto/Bayview-Village/19-Barberry-Pl/87459377.html,"$489,000 CAD",1 Bed,1 Bath,480 Sqft,Residential
607,"19 Singer Crt, Toronto, Ontario",-79.369645,43.769466,/CA/Home-For-Sale/ON/Toronto/Bayview-Village/19-Singer-Crt/86092820.html,"$486,000 CAD",1 Bed,1 Bath,540 Sqft,Apartment
608,"2 Anndale Drive, Toronto, Ontario",-79.410121,43.761263,/CA/Condo-For-Sale/ON/Toronto/Willowdale/2-Anndale-Drive/87327405.html,"$688,000 CAD",1 Bed,1 Bath,600 Sqft,Condo
609,"20 Collier St, Toronto, Ontario",-79.386856,43.672473,/CA/Home-For-Sale/ON/Toronto/Midtown-Toronto/Rosedale/20-Collier-St/84989476.html,"$668,000 CAD",1 Bed,1 Bath,599 Sqft,Residential
610,"20 Joe Shuster Way, Toronto, Ontario",-79.423917,43.640144,/CA/Home-For-Sale/ON/Toronto/Liberty-Village/20-Joe-Shuster-Way/86557554.html,"$498,000 CAD",1 Bed,1 Bath,599 Sqft,Residential
3444,"20 Maynard Avenue, Toronto, Ontario",-79.437832,43.637643,/CA/Home-For-Sale/ON/Toronto/Parkdale/20-Maynard-Avenue/73227698.html,"$4,750,000 CAD",18 Beds,8 Baths,5662.8 Sqft,Residential
612,"20 Minowan Miikan Lane , Toronto, Ontario",-79.428134,43.643063,/CA/Condo-For-Sale/ON/Toronto/Beaconsfield-Village/20-Minowan-Miikan-Lane-/87411988.html,"$763,000 CAD",2 Beds,2 Baths,750 Sqft,Condo
613,"20 Minowan Miikan Lane Toronto, Toronto, Ontario",-79.428134,43.643063,/CA/Home-For-Sale/ON/Toronto/Beaconsfield-Village/20-Minowan-Miikan-Lane-Toronto/87241801.html,"$763,000 CAD",2 Beds,2 Baths,799 Sqft,Residential
3468,"20 Tubman Ave, Toronto, Ontario",-79.359362,43.660605,/CA/Condo-For-Sale/ON/Toronto/Regent-Park-Trefann-Court/20-Tubman-Ave/83504324.html,"$595,000 CAD",1 Bed,1 Bath,730 Sqft,Condo
615,"20 Tubman Ave, Toronto, Ontario",-79.359362,43.660605,/CA/Condo-For-Sale/ON/Toronto/Regent-Park-Trefann-Court/20-Tubman-Ave/83618763.html,"$699,900 CAD",2 Beds,2 Baths,872 Sqft,Condo
616,"21 Grand Magazine St , Toronto, Ontario",-79.402059,43.636475,/CA/Condo-For-Sale/ON/Toronto/Fort-York/21-Grand-Magazine-St-/87411370.html,"$685,000 CAD",1 Bed,1 Bath,750 Sqft,Condo
3492,"21 Kestell Lane, Toronto, Ontario",-79.339729,43.748836,/CA/Home-For-Sale/ON/Toronto/Don-Mills/21-Kestell-Lane/86774010.html,"$1,688,800 CAD",4 Beds,2 Baths,2090 Sqft,Residential
618,"21 Nelson Street Toronto ON, Toronto, Ontario",-79.232456,43.746222,/CA/Home-For-Sale/ON/Toronto/Woburn/21-Nelson-Street-Toronto-ON/86999842.html,"$688,000 CAD",1 Bed,1 Bath,688000 Sqft,Residential
619,"21 Nelson Street, Toronto, Ontario",-79.388125,43.64913,/CA/Condo-For-Sale/ON/Toronto/Entertainment-District/21-Nelson-Street/87327409.html,"$569,900 CAD",1 Bed,1 Bath,599 Sqft,Condo
620,"215 Fort York Blvd, Toronto, Ontario",-79.404867,43.636608,/CA/Condo-For-Sale/ON/Toronto/Fort-York/215-Fort-York-Blvd/83504083.html,"$839,000 CAD",2 Beds,2 Baths,820 Sqft,Condo
621,"215 Lake Shore Blvd E Lakeside Residence, Toronto, Ontario",-79.366989,43.645666,/CA/Condo-For-Sale/ON/Toronto/Downtown-Toronto/St-Lawrence/215-Lake-Shore-Blvd-E-Lakeside-Residence/83190679.html,"$824,000 CAD",1 Bed,1 Bath,641 Sqft,Condo
622,"2183 Lake Shore Blvd W, Toronto, Ontario",-79.480407,43.623686,/CA/Condo-For-Sale/ON/Toronto/Humber-Bay/2183-Lake-Shore-Blvd-W/84933197.html,"$689,000 CAD",2 Beds,1 Bath,677 Sqft,Condo
623,"22 Maynard Avenue, Toronto, Ontario",-79.43795,43.637781,/CA/Home-For-Sale/ON/Toronto/Parkdale/22-Maynard-Avenue/73227684.html,"$7,500,000 CAD",36 Beds,36 Baths,9537 Sqft,Apartment
3516,"225 Sackville St, Toronto, Ontario",-79.362653,43.659783,/CA/Condo-For-Sale/ON/Toronto/Regent-Park-Trefann-Court/225-Sackville-St/86719949.html,"$649,900 CAD",1 Bed,2 Baths,625 Sqft,Condo
625,"23 Glebe Rd West Toronto ON, Toronto, Ontario",-79.397789,43.700445,/CA/Home-For-Sale/ON/Toronto/Chaplin-Estates/23-Glebe-Rd-West-Toronto-ON/86999834.html,"$639,900 CAD",1 Bed,1 Bath,599 Sqft,Residential
626,"23 Glebe Rd West Toronto, Toronto, Ontario",-79.397789,43.700445,/CA/Home-For-Sale/ON/Toronto/Chaplin-Estates/23-Glebe-Rd-West-Toronto/86908759.html,"$639,900 CAD",1 Bed,1 Bath,599 Sqft,Residential
627,"25 Telegram Mews Toronto Ontario, Toronto, Ontario",-79.39457,43.640995,/CA/Home-For-Sale/ON/Toronto/Cityplace/25-Telegram-Mews-Toronto-Ontario/86812442.html,"$498,800 CAD",1 Bed,1 Bath,599 Sqft,Residential
448,"25 Telegram Mews, Toronto, Ontario",-79.394509,43.641356,/CA/Condo-For-Sale/ON/Toronto/Cityplace/25-Telegram-Mews/87459310.html,"$500,000 CAD",1 Bed,1 Bath,550 Sqft,Condo
259,"257 Queens Quay E, Toronto, Ontario",-79.363276,43.645254,/CA/Condo-For-Sale/ON/Toronto/Downtown-Toronto/St-Lawrence/257-Queens-Quay-E/67496944.html,"$1,980,000 CAD",2 Beds,2 Baths,1788 Sqft,Condo
630,"27 Dalton Rd Toronto, Toronto, Ontario",-79.406893,43.667226,/CA/Home-For-Sale/ON/Toronto/The-Annex/27-Dalton-Rd-Toronto/86529582.html,"$2,499,900 CAD",5 Beds,6 Baths,3500 Sqft,Residential
