,address,long,lat,data_url,price_$CAN,beds,baths,sqft,type
483,"1 The Esplanade Ave Toronto, Toronto, Ontario",-79.376143,43.645695,/CA/Home-For-Sale/ON/Toronto/Downtown-Toronto/St-Lawrence/1-The-Esplanade-Ave-Toronto/85866581.html,"$899,000 CAD",2 Beds,2 Baths,899 Sqft,Residential
216,"10 Capreol Crt, Toronto, Ontario",-79.395637,43.640346,/CA/Condo-For-Sale/ON/Toronto/Cityplace/10-Capreol-Crt/87411993.html,"$799,900 CAD",2 Beds,2 Baths,750 Sqft,Condo
614,"10 Stonehill Crt Toronto Ontario M1W2X8, Toronto, Ontario",-79.313968,43.794908,/CA/Home-For-Sale/ON/Toronto/L-Amoreaux/10-Stonehill-Crt-Toronto-Ontario-M1W2X8/75988848.html,"$439,800 CAD",3 Beds,2 Baths,1300 Sqft,Apartment
3,"280 Keele Street , Toronto, Ontario",-79.464562,43.665248,/CA/Home-For-Sale/ON/Toronto/West-End-Toronto/High-Park/280-Keele-Street-/85914340.html,"$1,498,000 CAD",6 Beds,3 Baths,--,Single family
4,"108 Bartley Drive, Toronto, Ontario",-79.3101748,43.7222951,/CA/Home-For-Sale/ON/Toronto/Victoria-Park-Village/108-Bartley-Drive/87394444.html,"$995,900 CAD",--,--,--,Townhouse
5,"130 Resurrection Road, Toronto, Ontario",-79.531388,43.644483,/CA/Home-For-Sale/ON/Toronto/Islington-Village/130-Resurrection-Road/84039230.html,"$789,000 CAD",3 Beds,2 Baths,--,Townhouse
6,"102 Resurrection Road, Toronto, Ontario",-79.3849,43.6529,/CA/Home-For-Sale/ON/Toronto/Islington-Village/102-Resurrection-Road/86999199.html,"$799,000 CAD",2 Beds,1 Bath,--,Townhouse
450,"100 Harbour St, Toronto, Ontario",-79.379316,43.641709,/CA/Home-For-Sale/ON/Toronto/Harbourfront/100-Harbour-St/86769955.html,"$728,000 CAD",1 Bed,1 Bath,599 Sqft,Residential
25,"102 Madison Avenue, Toronto, Ontario",-79.404949,43.671848,/CA/Home-For-Sale/ON/Toronto/The-Annex/102-Madison-Avenue/87381960.html,"$4,750,000 CAD",6 Beds,7 Baths,4676 Sqft,Residential
385,"1029 King St W Toronto, Toronto, Ontario",-79.416262,43.640994,/CA/Home-For-Sale/ON/Toronto/King-West-Village/1029-King-St-W-Toronto/86557579.html,"$599,900 CAD",1 Bed,1 Bath,799 Sqft,Residential
28,"1030 King Street West, Toronto, Ontario",-79.415993,43.64163,/CA/Condo-For-Sale/ON/Toronto/King-West-Village/1030-King-Street-West/87327583.html,"$599,900 CAD",1 Bed,1 Bath,699 Sqft,Condo
586,"11 Brunel Crt, Toronto, Ontario",-79.393735,43.639272,/CA/Home-For-Sale/ON/Toronto/Cityplace/11-Brunel-Crt/85604956.html,"$678,000 CAD",1 Bed,1 Bath,699 Sqft,Residential
162,"11 Cartwright Avenue, Toronto, Ontario",-79.457726,43.723419,/CA/Home-For-Sale/ON/Toronto/Downsview/11-Cartwright-Avenue/87416216.html,"$1,340,000 CAD",5 Beds,2 Baths,1200 Sqft,Residential
13,"51 East Liberty St, Toronto, Ontario",-79.412811,43.638563,/CA/Condo-For-Sale/ON/Toronto/King-West-Village/51-East-Liberty-St/85319469.html,"$499,000 CAD",1 Bed,1 Bath,--,Condo
14,"175 Norseman St, Toronto, Ontario",-79.521797,43.633355,/CA/Home-For-Sale/ON/Toronto/The-Queensway/175-Norseman-St/85243796.html,"$1,029,900 CAD",3 Beds,3 Baths,--,Residential
15,"62 Lynd Avenue, Toronto, Ontario",-79.449065,43.651321,/CA/Home-For-Sale/ON/Toronto/Roncesvalles/62-Lynd-Avenue/86999225.html,"$1,198,000 CAD",3 Beds,2 Baths,--,Single family
636,"11 Garnet Ave Toronto, Toronto, Ontario",-79.421542,43.668907,/CA/Home-For-Sale/ON/Toronto/Christie-Pits/11-Garnet-Ave-Toronto/85825706.html,"$1,799,000 CAD",3 Beds,5 Baths,2500 Sqft,Residential
159,"111 Bathurst Street Toronto ON , Toronto, Ontario",-79.402811,43.645124,/CA/Home-For-Sale/ON/Toronto/Fashion-District/111-Bathurst-Street-Toronto-ON-/87460841.html,"$788,888 CAD",1 Bed,1 Bath,799 Sqft,Residential
686,"111 St Clair Ave W Toronto, Toronto, Ontario",-79.399511,43.686651,/CA/Home-For-Sale/ON/Toronto/Deer-Park/111-St-Clair-Ave-W-Toronto/85868138.html,"$789,000 CAD",1 Bed,2 Baths,899 Sqft,Residential
12,"1151 Markham Rd., Toronto, Ontario",-79.231107,43.776168,/CA/Condo-For-Sale/ON/Toronto/Curran-Hall/1151-Markham-Rd/85799236.html,"$599,900 CAD",1 Bed,1 Bath,872 Sqft,Condo
20,"250 Manitoba St, Toronto, Ontario",-79.489962,43.624447,/CA/Condo-For-Sale/ON/Toronto/Mimico/250-Manitoba-St/85243803.html,"$729,000 CAD",2 Beds,2 Baths,--,Condo
21,"85 Queens Wharf Rd, Toronto, Ontario",-79.398839,43.638833,/CA/Condo-For-Sale/ON/Toronto/Cityplace/85-Queens-Wharf-Rd/85246442.html,"$485,000 CAD",--,1 Bath,--,Condo
732,"Central Etobicoke, Toronto, Ontario",-79.5602,43.6609,/CA/Home-For-Sale/ON/Toronto/West-Deane-Park/Central-Etobicoke/85243822.html,"$1,150,000 CAD",3 Beds,2 Baths,--,Residential
756,"65 East Liberty St, Toronto, Ontario",-79.414143,43.638158,/CA/Condo-For-Sale/ON/Toronto/King-West-Village/65-East-Liberty-St/85245741.html,"$574,900 CAD",1 Bed,1 Bath,--,Condo
24,"5101 Dundas St 401, Toronto, Ontario",-79.5320113349258,43.6451569416206,/CA/Condo-For-Sale/ON/Toronto/Islington-Village/5101-Dundas-St-/87412086.html,"$599,900 CAD",1 Bed,2 Baths,--,Condo
780,"618 WINONA DR, Toronto, Ontario",-79.4377461,43.6943567,/CA/Home-For-Sale/ON/Toronto/Oakwood-Vaughan/618-WINONA-DR/86815051.html,"$1,099,900 CAD",3 Beds,2 Baths,--,Single family
26,"370 Rhodes Ave, Toronto, Ontario",-79.3213406,43.6749984,/CA/Home-For-Sale/ON/Toronto/Leslieville/370-Rhodes-Ave/82780687.html,"$1,599,000 CAD",6 Beds,4 Baths,--,Residential
27,--,0,0,/CA/Home-For-Sale/ON/Toronto/Markham-Rd-and-Sheppard-Ave/77198346.html,"$300,000 CAD",--,--,--,Townhouse
804,"One Delisle, Toronto, Ontario",-79.396728,43.68899,/CA/Condo-For-Sale/ON/Toronto/Deer-Park/One-Delisle/86094439.html,"$500,000 CAD",--,--,--,Condo
828,"2794 Eglinton Ave E Toronto Ontario M1J 2C8, Toronto, Ontario",-79.242701,43.73816,/CA/Home-For-Sale/ON/Toronto/Bendale/2794-Eglinton-Ave-E-Toronto-Ontario-M1J-2C8/82071673.html,"$689,000 CAD",--,--,--,Residential
30,"17 Zorra St Toronto Ontario M8Z4Z6, Toronto, Ontario",-79.521545,43.621156,/CA/Home-For-Sale/ON/Toronto/The-Queensway/17-Zorra-St-Toronto-Ontario-M8Z4Z6/80549771.html,"$499,990 CAD",2 Beds,2 Baths,--,Apartment
31,"150 East Liberty, Toronto, Ontario",-79.416315,43.638776,/CA/Condo-For-Sale/ON/Toronto/King-West-Village/150-East-Liberty/86230059.html,"$558,500 CAD",1 Bed,1 Bath,--,Condo
32,"61 Jim Baird Mews Toronto Ontario M3L0C3, Toronto, Ontario",-79.521914,43.727393,/CA/Home-For-Sale/ON/Toronto/Downsview/61-Jim-Baird-Mews-Toronto-Ontario-M3L0C3/82440670.html,"$639,000 CAD",4 Beds,4 Baths,--,Residential
33,"18 Kenaston Gdns, Toronto, Ontario",-79.386148,43.76582,/CA/Home-For-Sale/ON/Toronto/Bayview-Village/18-Kenaston-Gdns/85825572.html,"$569,000 CAD",1 Bed,2 Baths,--,Apartment
34,"No address available, Toronto, Ontario",-79.2312375,43.7761614,/CA/Home-For-Sale/ON/Toronto/Curran-Hall/No-address-available/80198034.html,"$439,990 CAD",1 Bed,1 Bath,--,Apartment
852,"1075 Ellesmere Rd # 80, Toronto, Ontario",-79.310846,43.75936,/CA/Home-For-Sale/ON/Toronto/Maryvale/1075-Ellesmere-Rd-80/84741838.html,"$880,000 CAD",3 Beds,3 Baths,--,Residential
36,"11045 Sheppard Ave Toronto Ontario M1B3W5, Toronto, Ontario",-79.411015,43.761561,/CA/Home-For-Sale/ON/Toronto/Lansing/11045-Sheppard-Ave-Toronto-Ontario-M1B3W5/80521285.html,"$1,290,000 CAD",4 Beds,5 Baths,--,Residential
37,"637 Lake Shore Blvd., Toronto, Ontario",-79.402086,43.635311,/CA/Condo-For-Sale/ON/Toronto/Fort-York/637-Lake-Shore-Blvd/86230105.html,"$700,000 CAD",1 Bed,1 Bath,--,Condo
38,"36 Park Lawn Rd., Toronto, Ontario",-79.484151,43.623604,/CA/Condo-For-Sale/ON/Toronto/Mimico/36-Park-Lawn-Rd/86092771.html,"$613,801 CAD",1 Bed,1 Bath,--,Condo
39,"1030 King St W Toronto Ontario M6K0B4, Toronto, Ontario",-79.415993,43.64163,/CA/Home-For-Sale/ON/Toronto/King-West-Village/1030-King-St-W-Toronto-Ontario-M6K0B4/87384607.html,"$599,900 CAD",1 Bed,1 Bath,--,Apartment
40,"88 Blue Jays Way, Toronto, Ontario",-79.392318,43.645475,/CA/Home-For-Sale/ON/Toronto/Entertainment-District/88-Blue-Jays-Way/84109631.html,"$729,900 CAD",--,--,--,Residential
41,"55 Dennett Dr, Toronto, Ontario",-79.273111,43.792042,/CA/Home-For-Sale/ON/Toronto/Agincourt/55-Dennett-Dr/86019485.html,"$1,999,888 CAD",4 Beds,5 Baths,--,Residential
42,"830 Lawrence Ave West, Toronto, Ontario",-79.45384,43.714246,/CA/Home-For-Sale/ON/Toronto/Glen-Park/830-Lawrence-Ave-West/83736653.html,"$524,900 CAD",1 Bed,1 Bath,--,Apartment
43,"No address available, Toronto, Ontario",-79.383403,43.775282,/CA/Home-For-Sale/ON/Toronto/Bayview-Village/No-address-available/85781258.html,"$3,858,000 CAD",4 Beds,6 Baths,--,Residential
44,"14 Highwood Ave., Toronto, Ontario",-79.291808,43.742404,/CA/Home-For-Sale/ON/Toronto/Wexford/14-Highwood-Ave/85825401.html,"$749,000 CAD",3 Beds,2 Baths,--,Residential
45,"3740 Don Mills Rd Toronto Ontario M2H3J2, Toronto, Ontario",-79.353705,43.801566,/CA/Home-For-Sale/ON/Toronto/Hillcrest-Village/3740-Don-Mills-Rd-Toronto-Ontario-M2H3J2/84966302.html,"$549,999 CAD",--,--,--,Residential
876,"181 Dundas St E Toronto Ontario M5A1Z4, Toronto, Ontario",-79.374122,43.656969,/CA/Home-For-Sale/ON/Toronto/Garden-District/181-Dundas-St-E-Toronto-Ontario-M5A1Z4/87382024.html,"$610,000 CAD",1 Bed,1 Bath,--,Apartment
47,"150 East Liberty Street, Toronto, Ontario",-79.416315,43.638776,/CA/Condo-For-Sale/ON/Toronto/King-West-Village/150-East-Liberty-Street/85972716.html,"$499,999 CAD",1 Bed,1 Bath,--,Condo
48,"8 Mercer St toronto, Toronto, Ontario",-79.389928,43.645937,/CA/Home-For-Sale/ON/Toronto/Entertainment-District/8-Mercer-St-toronto/84109609.html,"$729,000 CAD",--,--,--,Residential
49,"65 Bremner Blvd., Toronto, Ontario",-79.380647,43.642914,/CA/Condo-For-Sale/ON/Toronto/Financial-District/65-Bremner-Blvd/86230459.html,"$628,000 CAD",1 Bed,1 Bath,--,Condo
900,"24 Cedar Brae Blvd, Toronto, Ontario",-79.233552,43.742971,/CA/Home-For-Sale/ON/Toronto/Woburn/24-Cedar-Brae-Blvd/85866100.html,"$1,699,000 CAD",4 Beds,6 Baths,--,Residential
924,"111 Playfair Ave, Toronto, Ontario",-79.462661,43.708682,/CA/Home-For-Sale/ON/Toronto/Glen-Park/111-Playfair-Ave/85781209.html,"$899,900 CAD",3 Beds,2 Baths,--,Residential
948,"5580 Sheppard Ave E # 218, Toronto, Ontario",-79.401141,43.763903,/CA/Condo-For-Sale/ON/Toronto/Willowdale/5580-Sheppard-Ave-E-218/86557561.html,"$409,995 CAD",2 Beds,1 Bath,--,Condo
53,"209 Fort York Blvd Toronto Ontario M5V4A1, Toronto, Ontario",-79.404733,43.637167,/CA/Home-For-Sale/ON/Toronto/Fort-York/209-Fort-York-Blvd-Toronto-Ontario-M5V4A1/84966022.html,"$579,000 CAD",1 Bed,1 Bath,--,Apartment
54,"2433 Dufferin Street, York, ON, Toronto, Ontario",-79.450912,43.699124,/CA/Condo-For-Sale/ON/Toronto/Fairbank/2433-Dufferin-Street-York-ON/81538732.html,"$389,900 CAD",--,--,--,Condo
972,"8 Silver Bell Grve # 1003, Toronto, Ontario",-79.3849,43.6529,/CA/Condo-For-Sale/ON/Toronto/Bay-Street-Corridor/8-Silver-Bell-Grve-1003/86557572.html,"$399,900 CAD",2 Beds,2 Baths,--,Condo
996,"31 Island Rd Toronto Ontario M1C2P5, Toronto, Ontario",-79.14219,43.797178,/CA/Home-For-Sale/ON/Toronto/West-Rouge/31-Island-Rd-Toronto-Ontario-M1C2P5/82112619.html,"$499,000 CAD",4 Beds,2 Baths,--,Residential
1020,"9 Valhalla Inn Road, Toronto, Ontario",-79.559513,43.639851,/CA/Condo-For-Sale/ON/Toronto/Eatonville/9-Valhalla-Inn-Road/87459438.html,"$525,000 CAD",2 Beds,1 Bath,--,Condo
1044,"160 Flemington Rd, Toronto, Ontario",-79.448226,43.723148,/CA/Home-For-Sale/ON/Toronto/Downsview/160-Flemington-Rd/80557471.html,"$599,000 CAD",2 Beds,2 Baths,--,Apartment
59,"121 Mcmahon Dr, Toronto, Ontario",-79.370623,43.767726,/CA/Home-For-Sale/ON/Toronto/Bayview-Village/121-Mcmahon-Dr/86092830.html,"$479,000 CAD",1 Bed,1 Bath,--,Apartment
1068,"19 Benalto Rd, Toronto, Ontario",-79.451286,43.718031,/CA/Home-For-Sale/ON/Toronto/Downsview/19-Benalto-Rd/85319479.html,"$2,399,000 CAD",5 Beds,5 Baths,--,Residential
61,"1185 The Queensway Ave, Toronto, Ontario",-79.521674,43.62177,/CA/Condo-For-Sale/ON/Toronto/The-Queensway/1185-The-Queensway-Ave/85741960.html,"$525,000 CAD",1 Bed,1 Bath,--,Condo
62,"85 East Liberty St Toronto Ontario M6K3R4, Toronto, Ontario",-79.413319,43.639519,/CA/Home-For-Sale/ON/Toronto/King-West-Village/85-East-Liberty-St-Toronto-Ontario-M6K3R4/71711983.html,"$615,000 CAD",2 Beds,2 Baths,--,Apartment
63,"14 Tucker St Thorold (Niagara) Ontario, Toronto, Ontario",-79.305865,43.716326,/CA/Home-For-Sale/ON/Toronto/Parkview-Hills/14-Tucker-St-Thorold-Niagara-Ontario/87198740.html,"$650,000 CAD",--,--,--,Residential
64,"1070 Progress Ave Toronto Ontario M1B0C5, Toronto, Ontario",-79.209,43.8129,/CA/Home-For-Sale/ON/Toronto/Malvern/1070-Progress-Ave-Toronto-Ontario-M1B0C5/78764665.html,"$489,000 CAD",2 Beds,2 Baths,--,Residential
1092,"222 The Esplanade, Toronto, Ontario",-79.365656,43.649748,/CA/Condo-For-Sale/ON/Toronto/Downtown-Toronto/St-Lawrence/222-The-Esplanade/85530400.html,"$610,000 CAD",2 Beds,--,--,Condo
1116,"1213 Glencairn Ave, Toronto, Ontario",-79.46304,43.704867,/CA/Home-For-Sale/ON/Toronto/Glen-Park/1213-Glencairn-Ave/85319459.html,"$1,388,000 CAD",3 Beds,4 Baths,--,Residential
67,"600 Fleet St, Toronto, Ontario",-79.400081,43.636706,/CA/Condo-For-Sale/ON/Toronto/Fort-York/600-Fleet-St/85530202.html,"$619,900 CAD",1 Bed,1 Bath,--,Condo
68,"151 Dan Leckie Way, Toronto, Ontario",-79.397969,43.639805,/CA/Home-For-Sale/ON/Toronto/Cityplace/151-Dan-Leckie-Way/84066160.html,"$899,000 CAD",--,--,--,Residential
69,"51 E. Liberty Street, Toronto, Ontario",-79.412811,43.638563,/CA/Condo-For-Sale/ON/Toronto/King-West-Village/51-E-Liberty-Street/86152810.html,"$543,000 CAD",1 Bed,1 Bath,--,Condo
70,"15 Iceboat Terr Toronto Ontario M5V4A5, Toronto, Ontario",-79.397807,43.640311,/CA/Home-For-Sale/ON/Toronto/Cityplace/15-Iceboat-Terr-Toronto-Ontario-M5V4A5/82487055.html,"$615,000 CAD",1 Bed,1 Bath,--,Apartment
71,"Untitled. Toronto, Toronto, Ontario",-79.3932,43.710969,/CA/Condo-For-Sale/ON/Toronto/Sherwood-Park/Untitled-Toronto/85649994.html,"$400,000 CAD",--,--,--,Condo
72,"155 Yorkville Avenue, Toronto, Ontario",-79.394354,43.670266,/CA/Condo-For-Sale/ON/Toronto/Yorkville/155-Yorkville-Avenue/85825716.html,"$560,000 CAD",1 Bed,1 Bath,--,Condo
73,"10 Capreol Court, Toronto, Ontario",-79.395743,43.640255,/CA/Condo-For-Sale/ON/Toronto/Cityplace/10-Capreol-Court/86154317.html,"$582,000 CAD",1 Bed,1 Bath,--,Condo
74,"18 Cartwright Ave, Toronto, Ontario",-79.458503,43.723713,/CA/Home-For-Sale/ON/Toronto/Downsview/18-Cartwright-Ave/84871731.html,"$1,498,000 CAD",3 Beds,3 Baths,--,Residential
75,"31 Faversham Cres, Toronto, Ontario",-79.576668,43.659131,/CA/Home-For-Sale/ON/Toronto/Eringate/31-Faversham-Cres/87412014.html,"$799,000 CAD",--,--,--,House
76,--,0,0,/CA/Condo-For-Sale/ON/Toronto/510-KING-ST-E/87413456.html,"$499,000 CAD",1 Bed,1 Bath,--,Condo
77,"55 Centre Ave , Toronto, Ontario",-79.386656,43.654587,/CA/Condo-For-Sale/ON/Toronto/Bay-Street-Corridor/55-Centre-Ave-/87400264.html,"$399,900 CAD",1 Bed,1 Bath,--,Condo
78,"26 ASHLEY PARK RD, Toronto, Ontario",-79.51802,43.663385,/CA/Home-For-Sale/ON/Toronto/Humber-Valley-Village/26-ASHLEY-PARK-RD/87383860.html,"$2,998,000 CAD",5 Beds,5 Baths,--,Single family
79,"44 MITCHELL AVE, Toronto, Ontario",-79.4075145,43.6451217,/CA/Home-For-Sale/ON/Toronto/Niagara/44-MITCHELL-AVE/87170044.html,"$798,000 CAD",2 Beds,1 Bath,--,Single family
80,"35 YEOMANS RD, Toronto, Ontario",-79.4401273,43.7478208,/CA/Home-For-Sale/ON/Toronto/Wilson-Heights-Dublin-Heights-Clanton-Park/35-YEOMANS-RD/87414597.html,"$2,250,000 CAD",4 Beds,4 Baths,--,Single family
1140,"390 Ruth Ave, Toronto, Ontario",-79.399752,43.7931284,/CA/Home-For-Sale/ON/Toronto/Newtonbrook/390-Ruth-Ave/87390911.html,"$1,790,000 CAD",8 Beds,4 Baths,--,Residential
82,"426 University Ave , Toronto, Ontario",-79.38852,43.65398,/CA/Condo-For-Sale/ON/Toronto/Grange-Park/426-University-Ave-/87401207.html,"$659,000 CAD",1 Bed,1 Bath,--,Condo
83,"455 Front St E , Toronto, Ontario",-79.356535,43.652693,/CA/Condo-For-Sale/ON/Toronto/West-Don-Lands/455-Front-St-E-/87454810.html,"$1,099,000 CAD",2 Beds,3 Baths,--,Condo
84,"233 Melrose St, Toronto, Ontario",-79.4984652,43.6200413,/CA/Home-For-Sale/ON/Toronto/Mimico/233-Melrose-St/87416337.html,"$2,525,000 CAD",15 Beds,9 Baths,--,Residential
85,"38 Cliffside Dr, Toronto, Ontario",-79.2505111,43.7035734,/CA/Home-For-Sale/ON/Toronto/Cliffside/38-Cliffside-Dr/87416399.html,"$1,390,000 CAD",7 Beds,3 Baths,--,Residential
86,"17 Gore St, Toronto, Ontario",-79.4147112,43.6543839,/CA/Home-For-Sale/ON/Toronto/Trinity-Bellwoods/17-Gore-St/87416335.html,"$1,599,000 CAD",4 Beds,4 Baths,--,Residential
87,"90 LING RD Ph201, Toronto, Ontario",-79.1838517,43.7673699,/CA/Condo-For-Sale/ON/Toronto/West-Hill/90-LING-RD/87414632.html,"$425,000 CAD",3 Beds,2 Baths,--,Condo
1164,"15 Victoria Ave E, Toronto, Ontario",-79.5081955,43.6974503,/CA/Home-For-Sale/ON/Toronto/Weston/15-Victoria-Ave-E/87390895.html,"$699,000 CAD",3 Beds,2 Baths,--,Residential
89,"60 TALLON RD, Toronto, Ontario",-79.5390665,43.6877282,/CA/Home-For-Sale/ON/Toronto/Richview/60-TALLON-RD/87414427.html,"$1,050,000 CAD",4 Beds,2 Baths,--,Single family
1188,"41 Markbrook Lane 1202, Toronto, Ontario",-79.5864692,43.7583999,/CA/Condo-For-Sale/ON/Toronto/Smithfield/41-Markbrook-Lane/87416336.html,"$469,900 CAD",2 Beds,2 Baths,--,Condo
91,"3531 LAKE SHORE BLVD W 315, Toronto, Ontario",-79.5327704,43.5943758,/CA/Condo-For-Sale/ON/Toronto/Long-Branch/3531-LAKE-SHORE-BLVD-W/87414760.html,"$599,000 CAD",2 Beds,1 Bath,--,Condo
92,"11 Applewood Lane 234, Toronto, Ontario",-79.5670747,43.6506136,/CA/Condo-For-Sale/ON/Toronto/Bloordale-West-Mall/11-Applewood-Lane/87416527.html,"$729,900 CAD",3 Beds,3 Baths,--,Condo
93,"5 Lisa Rd, Toronto, Ontario",-79.207458,43.765951,/CA/Home-For-Sale/ON/Toronto/Curran-Hall/5-Lisa-Rd/87459391.html,"$649,000 CAD",3 Beds,2 Baths,--,Residential
94,"21 Murray Rd, Toronto, Ontario",-79.4719046,43.7306033,/CA/Home-For-Sale/ON/Toronto/Downsview/21-Murray-Rd/87416446.html,"$824,900 CAD",3 Beds,1 Bath,--,Residential
1212,"29 Rosebank Dr 1510, Toronto, Ontario",-79.2347826,43.7912675,/CA/Condo-For-Sale/ON/Toronto/Malvern/29-Rosebank-Dr/87416428.html,"$649,000 CAD",4 Beds,3 Baths,--,Condo
96,"15 Iceboat Terr ``, Toronto, Ontario",-79.397807,43.640311,/CA/Condo-For-Sale/ON/Toronto/Cityplace/15-Iceboat-Terr-/87400510.html,"$599,000 CAD",1 Bed,1 Bath,--,Condo
97,"300 FORMAN AVE, Toronto, Ontario",-79.3858633,43.7077272,/CA/Home-For-Sale/ON/Toronto/Davisville-Village/300-FORMAN-AVE/87414599.html,"$1,299,000 CAD",3 Beds,2 Baths,--,Single family
98,"423 Lawson Rd, Toronto, Ontario",-79.1431956,43.7888217,/CA/Home-For-Sale/ON/Toronto/Centennial-Port-Union/423-Lawson-Rd/87329010.html,"$899,000 CAD",3 Beds,2 Baths,--,Residential
99,"15 ZORRA ST 605, Toronto, Ontario",-79.5210872,43.621354,/CA/Condo-For-Sale/ON/Toronto/The-Queensway/15-ZORRA-ST/87414746.html,"$509,900 CAD",2 Beds,1 Bath,--,Condo
100,"992 DUNDAS ST W, Toronto, Ontario",-79.4154626,43.6505856,/CA/Home-For-Sale/ON/Toronto/Trinity-Bellwoods/992-DUNDAS-ST-W/87414562.html,"$1,999,000 CAD",7 Beds,3 Baths,--,Single family
101,"100 Prudential Dr # 1711, Toronto, Ontario",-79.3849,43.6529,/CA/Condo-For-Sale/ON/Toronto/Bay-Street-Corridor/100-Prudential-Dr-1711/87459380.html,"$499,000 CAD",3 Beds,2 Baths,--,Condo
102,"185 Roehampton Ave, Toronto, Ontario",-79.3929849,43.7089649,/CA/Home-For-Sale/ON/Toronto/Sherwood-Park/185-Roehampton-Ave/87416716.html,"$539,900 CAD",1 Bed,1 Bath,--,Apartment
103,"89 EARL GREY RD, Toronto, Ontario",-79.337896,43.6774893,/CA/Home-For-Sale/ON/Toronto/Greektown/89-EARL-GREY-RD/87414620.html,"$899,000 CAD",3 Beds,1 Bath,--,Single family
104,"33 Bay St `, Toronto, Ontario",-79.377329,43.642651,/CA/Condo-For-Sale/ON/Toronto/Harbourfront/33-Bay-St-/87401800.html,"$929,900 CAD",2 Beds,2 Baths,--,Condo
105,"39 AMSTERDAM AVE, Toronto, Ontario",-79.3029102,43.714182,/CA/Home-For-Sale/ON/Toronto/Topham-Park/39-AMSTERDAM-AVE/87414327.html,"$1,688,000 CAD",5 Beds,5 Baths,--,Single family
106,"21 Iceboat Terr , Toronto, Ontario",-79.396901,43.640507,/CA/Condo-For-Sale/ON/Toronto/Cityplace/21-Iceboat-Terr-/87400286.html,"$449,900 CAD",1 Bed,1 Bath,--,Condo
107,"70 GIVINS ST, Toronto, Ontario",-79.4184637,43.6466178,/CA/Home-For-Sale/ON/Toronto/Trinity-Bellwoods/70-GIVINS-ST/87414556.html,"$1,549,000 CAD",5 Beds,3 Baths,--,Single family
108,"459 LOGAN AVE, Toronto, Ontario",-79.3445589,43.6659872,/CA/Home-For-Sale/ON/Toronto/East-End-Toronto/Riverdale/459-LOGAN-AVE/87413845.html,"$1,249,000 CAD",3 Beds,3 Baths,--,Single family
109,"858 Palmerston Ave, Toronto, Ontario",-79.4163406,43.6715996,/CA/Home-For-Sale/ON/Toronto/Seaton-Village/858-Palmerston-Ave/87416480.html,"$1,499,000 CAD",3 Beds,3 Baths,--,Residential
1236,"111 Bathurst St, Toronto, Ontario",-79.402811,43.645124,/CA/Condo-For-Sale/ON/Toronto/Fashion-District/111-Bathurst-St/87459192.html,"$1,149,000 CAD",--,--,1100 Sqft,Condo
1260,"9 TIPPETT RD 218, Toronto, Ontario",-79.4459517,43.733207,/CA/Condo-For-Sale/ON/Toronto/Wilson-Heights-Dublin-Heights-Clanton-Park/9-TIPPETT-RD/87413462.html,"$680,000 CAD",2 Beds,2 Baths,--,Condo
112,"4655 B Dundas St W, Toronto, Ontario",-79.3849,43.6529,/CA/Home-For-Sale/ON/Toronto/Bay-Street-Corridor/4655-B-Dundas-St-W/87412027.html,"$1,445,000 CAD",--,--,--,House
113,"3 Navy Wharf Crt , Toronto, Ontario",-79.390859,43.640311,/CA/Condo-For-Sale/ON/Toronto/Cityplace/3-Navy-Wharf-Crt-/87400577.html,"$599,900 CAD",1 Bed,1 Bath,--,Condo
114,"230 Queens Quay W , Toronto, Ontario",-79.384172,43.639721,/CA/Condo-For-Sale/ON/Toronto/Harbourfront/230-Queens-Quay-W-/87453526.html,"$975,000 CAD",2 Beds,2 Baths,--,Condo
115,"234 ALBION RD #807, Toronto, Ontario",-79.5442443,43.7211735,/CA/Condo-For-Sale/ON/Toronto/The-Elms/234-ALBION-RD/87413887.html,"$398,900 CAD",2 Beds,1 Bath,--,Condo
116,"9 Sandcliff Rd, Toronto, Ontario",-79.497583,43.677598,/CA/Home-For-Sale/ON/Toronto/Lambton/9-Sandcliff-Rd/87382686.html,"$800,000 CAD",3 Beds,2 Baths,--,Residential
117,"370 WALLACE AVE 603, Toronto, Ontario",-79.4521165,43.6608869,/CA/Condo-For-Sale/ON/Toronto/Junction-Triangle/370-WALLACE-AVE/87414774.html,"$899,000 CAD",3 Beds,2 Baths,--,Condo
1284,"716 THE WEST MALL 604, Toronto, Ontario",-79.5702403,43.6564957,/CA/Condo-For-Sale/ON/Toronto/Eringate/716-THE-WEST-MALL/87414803.html,"$419,900 CAD",3 Beds,2 Baths,--,Condo
1308,"117 Maria St, Toronto, Ontario",-79.4768227,43.6663908,/CA/Home-For-Sale/ON/Toronto/The-Junction/117-Maria-St/87416453.html,"$995,000 CAD",3 Beds,3 Baths,--,Residential
120,"467 St Johns Rd, Toronto, Ontario",-79.4887525,43.6619878,/CA/Home-For-Sale/ON/Toronto/Runnymede/467-St-Johns-Rd/87416530.html,"$1,099,000 CAD",4 Beds,3 Baths,--,Residential
121,"576 Front West St W, Toronto, Ontario",-79.3849,43.6529,/CA/Condo-For-Sale/ON/Toronto/Bay-Street-Corridor/576-Front-West-St-W/87458462.html,"$999,900 CAD",--,--,950 Sqft,Condo
